Date,Hour,Emission Factor (kg CO2 per kWh)
2024-08-12,15,0.467077
2024-08-12,16,0.494365
2024-08-12,17,0.46766
2024-08-12,18,0.451221
2024-08-12,19,0.462986
2024-08-12,20,0.46758
2024-08-12,21,0.499027
2024-08-12,22,0.462098
2024-08-12,23,0.475443
2024-08-12,24,0.506849
2024-08-13,1,0.500333
2024-08-13,2,0.504865
2024-08-13,3,0.485429
2024-08-13,4,0.50067
2024-08-13,5,0.497282
2024-08-13,6,0.515791
2024-08-13,7,0.445486
2024-08-13,8,0.426449
2024-08-13,9,0.456682
2024-08-13,10,0.517716
2024-08-13,11,0.49559
2024-08-13,12,0.49454
2024-08-13,13,0.520032
2024-08-13,14,0.509208
2024-08-13,15,0.47633
2024-08-13,16,0.418998
2024-08-13,17,0.459447
2024-08-13,18,0.385632
2024-08-13,19,0.480705
2024-08-13,20,0.468214
2024-08-13,21,0.436694
2024-08-13,22,0.419394
2024-08-13,23,0.451562
2024-08-13,24,0.479202
2024-08-18,1,0.456676
2024-08-18,2,0.492227
2024-08-18,3,0.493043
2024-08-18,4,0.536137
2024-08-18,5,0.465211
2024-08-18,6,0.469031
2024-08-18,7,0.45197
2024-08-18,8,0.450669
2024-08-18,9,0.478569
2024-08-18,10,0.464703
2024-08-18,11,0.50439
2024-08-18,12,0.452211
2024-08-18,13,0.510971
2024-08-18,14,0.5264
2024-08-18,15,0.462411
2024-08-18,16,0.439666
2024-08-18,17,0.494648
2024-08-18,18,0.456409
2024-08-18,19,0.492577
2024-08-18,20,0.450691
2024-08-18,21,0.494909
2024-08-18,22,0.443863
2024-08-18,23,0.474578
2024-08-18,24,0.468652
2024-08-20,1,0.453159
2024-08-20,2,0.427766
2024-08-20,3,0.486468
2024-08-20,4,0.513771
2024-08-20,5,0.543716
2024-08-20,6,0.493354
2024-08-20,7,0.463953
2024-08-20,8,0.476388
2024-08-20,9,0.454295
2024-08-20,10,0.51129
2024-08-20,11,0.482807
2024-08-20,12,0.52951
2024-08-20,13,0.487716
2024-08-20,14,0.462018
2024-08-20,15,0.471678
2024-08-20,16,0.437235
2024-08-20,17,0.452637
2024-08-20,18,0.479543
2024-08-20,19,0.448341
2024-08-20,20,0.491136
2024-08-20,21,0.495521
2024-08-20,22,0.434188
2024-08-20,23,0.46975
2024-08-20,24,0.473459
2024-08-21,1,0.421996
2024-08-21,2,0.516363
2024-08-21,3,0.521756
2024-08-21,4,0.500435
2024-08-21,5,0.497834
2024-08-21,6,0.48536
2024-08-21,7,0.436752
2024-08-21,8,0.454865
2024-08-21,9,0.477041
2024-08-21,10,0.487232
2024-08-21,11,0.50833
2024-08-21,12,0.508832
2024-08-21,13,0.491698
2024-08-21,14,0.475153
2024-08-21,15,0.479383
2024-08-21,16,0.42942
2024-08-21,17,0.497789
2024-08-21,18,0.424564
2024-08-21,19,0.447874
2024-08-21,20,0.453912
2024-08-21,21,0.488958
2024-08-21,22,0.476777
2024-08-21,23,0.469061
2024-08-21,24,0.467529
2024-08-23,1,0.466387
2024-08-23,2,0.491625
2024-08-23,3,0.476868
2024-08-23,4,0.509181
2024-08-23,5,0.505469
2024-08-23,6,0.464096
2024-08-23,7,0.476022
2024-08-23,8,0.473076
2024-08-23,9,0.432036
2024-08-23,10,0.472973
2024-08-23,11,0.4848
2024-08-23,12,0.463409
2024-08-23,13,0.504544
2024-08-23,14,0.483613
2024-08-23,15,0.462625
2024-08-23,16,0.457319
2024-08-23,17,0.48662
2024-08-23,18,0.455804
2024-08-23,19,0.498544
2024-08-23,20,0.466562
2024-08-23,21,0.463126
2024-08-23,22,0.487877
2024-08-23,23,0.47428
2024-08-23,24,0.481953
2024-08-24,1,0.470185
2024-08-24,2,0.51633
2024-08-24,3,0.462672
2024-08-24,4,0.52131
2024-08-24,5,0.54738
2024-08-24,6,0.450795
2024-08-24,7,0.468412
2024-08-24,8,0.450367
2024-08-24,9,0.467544
2024-08-24,10,0.490903
2024-08-24,11,0.465825
2024-08-24,12,0.488245
2024-08-24,13,0.499986
2024-08-24,14,0.491934
2024-08-24,15,0.483129
2024-08-24,16,0.433129
2024-08-24,17,0.429763
2024-08-24,18,0.460943
2024-08-24,19,0.513236
2024-08-24,20,0.45228
2024-08-24,21,0.424814
2024-08-24,22,0.450151
2024-08-24,23,0.416511
2024-08-24,24,0.489234
2024-08-25,1,0.471196
2024-08-25,2,0.484481
2024-08-25,3,0.444467
2024-08-25,4,0.518383
2024-08-25,5,0.474278
2024-08-25,6,0.48565
2024-08-25,7,0.471078
2024-08-25,8,0.493801
2024-08-25,9,0.468895
2024-08-25,10,0.503944
2024-08-25,11,0.480554
2024-08-25,12,0.487711
2024-08-25,13,0.480471
2024-08-25,14,0.49305
2024-08-25,15,0.480153
2024-08-25,16,0.445649
2024-08-25,17,0.449522
2024-08-25,18,0.468114
2024-08-25,19,0.435385
2024-08-25,20,0.456472
2024-08-25,21,0.5126
2024-08-25,22,0.468241
2024-08-25,23,0.504191
2024-08-25,24,0.438659
2024-08-28,1,0.483106
2024-08-28,2,0.493313
2024-08-28,3,0.474109
2024-08-28,4,0.479018
2024-08-28,5,0.50883
2024-08-28,6,0.449362
2024-08-28,7,0.484063
2024-08-28,8,0.44832
2024-08-28,9,0.461634
2024-08-28,10,0.467214
2024-08-28,11,0.513684
2024-08-28,12,0.519396
2024-08-28,13,0.503844
2024-08-28,14,0.471288
2024-08-28,15,0.470837
2024-08-28,16,0.439428
2024-08-28,17,0.454427
2024-08-28,18,0.440614
2024-08-28,19,0.472511
2024-08-28,20,0.449029
2024-08-28,21,0.46336
2024-08-28,22,0.453567
2024-08-28,23,0.478652
2024-08-28,24,0.505984
2024-08-30,1,0.436516
2024-08-30,2,0.4818
2024-08-30,3,0.516959
2024-08-30,4,0.489241
2024-08-30,5,0.559986
2024-08-30,6,0.491113
2024-08-30,7,0.465182
2024-08-30,8,0.435013
2024-08-30,9,0.483558
2024-08-30,10,0.516933
2024-08-30,11,0.462484
2024-08-30,12,0.514126
2024-08-30,13,0.487562
2024-08-30,14,0.482849
2024-08-30,15,0.446047
2024-08-30,16,0.438742
2024-08-30,17,0.465117
2024-08-30,18,0.510116
2024-08-30,19,0.477706
2024-08-30,20,0.495857
2024-08-30,21,0.467725
2024-08-30,22,0.48109
2024-08-30,23,0.482273
2024-08-30,24,0.466961
2024-09-01,1,0.508661
2024-09-01,2,0.524019
2024-09-01,3,0.596977
2024-09-01,4,0.567423
2024-09-01,5,0.554851
2024-09-01,6,0.541203
2024-09-01,7,0.451875
2024-09-01,8,0.472649
2024-09-01,9,0.499905
2024-09-01,10,0.530674
2024-09-01,11,0.547628
2024-09-01,12,0.561368
2024-09-01,13,0.567644
2024-09-01,14,0.525301
2024-09-01,15,0.518639
2024-09-01,16,0.514287
2024-09-01,17,0.496783
2024-09-01,18,0.504084
2024-09-01,19,0.503443
2024-09-01,20,0.531292
2024-09-01,21,0.488703
2024-09-01,22,0.539104
2024-09-01,23,0.544612
2024-09-01,24,0.504136
2024-09-02,1,0.507061
2024-09-02,2,0.504099
2024-09-02,3,0.578346
2024-09-02,4,0.542391
2024-09-02,5,0.508587
2024-09-02,6,0.520581
2024-09-02,7,0.469026
2024-09-02,8,0.54022
2024-09-02,9,0.536703
2024-09-02,10,0.520088
2024-09-02,11,0.516266
2024-09-02,12,0.579499
2024-09-02,13,0.559108
2024-09-02,14,0.557212
2024-09-02,15,0.514265
2024-09-02,16,0.531031
2024-09-02,17,0.511604
2024-09-02,18,0.503096
2024-09-02,19,0.527781
2024-09-02,20,0.54241
2024-09-02,21,0.567935
2024-09-02,22,0.511808
2024-09-02,23,0.519687
2024-09-02,24,0.545597
2024-09-04,1,0.49538
2024-09-04,2,0.549813
2024-09-04,3,0.543242
2024-09-04,4,0.591331
2024-09-04,5,0.546824
2024-09-04,6,0.530912
2024-09-04,7,0.50666
2024-09-04,8,0.510354
2024-09-04,9,0.506083
2024-09-04,10,0.543775
2024-09-04,11,0.528011
2024-09-04,12,0.518472
2024-09-04,13,0.538627
2024-09-04,14,0.511613
2024-09-04,15,0.527201
2024-09-04,16,0.503539
2024-09-04,17,0.4991
2024-09-04,18,0.522639
2024-09-04,19,0.510652
2024-09-04,20,0.494691
2024-09-04,21,0.559525
2024-09-04,22,0.49805
2024-09-04,23,0.531094
2024-09-04,24,0.484888
2024-09-05,1,0.531677
2024-09-05,2,0.566215
2024-09-05,3,0.524027
2024-09-05,4,0.544325
2024-09-05,5,0.525762
2024-09-05,6,0.545619
2024-09-05,7,0.490337
2024-09-05,8,0.495694
2024-09-05,9,0.46158
2024-09-05,10,0.547991
2024-09-05,11,0.530963
2024-09-05,12,0.538048
2024-09-05,13,0.561046
2024-09-05,14,0.546901
2024-09-05,15,0.520495
2024-09-05,16,0.53707
2024-09-05,17,0.497136
2024-09-05,18,0.528178
2024-09-05,19,0.494255
2024-09-05,20,0.491866
2024-09-05,21,0.53449
2024-09-05,22,0.48935
2024-09-05,23,0.547666
2024-09-05,24,0.516498
2024-09-06,1,0.502278
2024-09-06,2,0.528986
2024-09-06,3,0.542165
2024-09-06,4,0.549663
2024-09-06,5,0.585471
2024-09-06,6,0.542534
2024-09-06,7,0.492892
2024-09-06,8,0.519661
2024-09-06,9,0.521566
2024-09-06,10,0.529274
2024-09-06,11,0.523505
2024-09-06,12,0.550341
2024-09-06,13,0.556976
2024-09-06,14,0.517162
2024-09-06,15,0.55582
2024-09-06,16,0.491958
2024-09-06,17,0.51214
2024-09-06,18,0.534863
2024-09-06,19,0.476325
2024-09-06,20,0.544207
2024-09-06,21,0.488841
2024-09-06,22,0.497697
2024-09-06,23,0.508505
2024-09-06,24,0.523884
2024-09-08,1,0.544861
2024-09-08,2,0.555002
2024-09-08,3,0.529203
2024-09-08,4,0.562415
2024-09-08,5,0.543818
2024-09-08,6,0.530298
2024-09-08,7,0.516494
2024-09-08,8,0.475108
2024-09-08,9,0.489636
2024-09-08,10,0.525562
2024-09-08,11,0.577728
2024-09-08,12,0.566595
2024-09-08,13,0.523387
2024-09-08,14,0.567237
2024-09-08,15,0.530756
2024-09-08,16,0.528793
2024-09-08,17,0.489048
2024-09-08,18,0.516565
2024-09-08,19,0.514936
2024-09-08,20,0.500956
2024-09-08,21,0.541562
2024-09-08,22,0.492482
2024-09-08,23,0.518104
2024-09-08,24,0.50631
2024-09-09,1,0.481207
2024-09-09,2,0.531832
2024-09-09,3,0.553499
2024-09-09,4,0.573528
2024-09-09,5,0.559664
2024-09-09,6,0.521446
2024-09-09,7,0.474045
2024-09-09,8,0.50937
2024-09-09,9,0.54902
2024-09-09,10,0.563978
2024-09-09,11,0.535515
2024-09-09,12,0.542908
2024-09-09,13,0.569057
2024-09-09,14,0.560791
2024-09-09,15,0.529818
2024-09-09,16,0.526578
2024-09-09,17,0.48094
2024-09-09,18,0.488917
2024-09-09,19,0.486171
2024-09-09,20,0.500679
2024-09-09,21,0.529408
2024-09-09,22,0.504292
2024-09-09,23,0.530695
2024-09-09,24,0.509104
2024-09-10,1,0.520359
2024-09-10,2,0.542924
2024-09-10,3,0.562667
2024-09-10,4,0.561692
2024-09-10,5,0.555264
2024-09-10,6,0.495693
2024-09-10,7,0.506862
2024-09-10,8,0.498639
2024-09-10,9,0.529855
2024-09-10,10,0.529166
2024-09-10,11,0.561488
2024-09-10,12,0.529353
2024-09-10,13,0.554872
2024-09-10,14,0.572996
2024-09-10,15,0.530765
2024-09-10,16,0.517398
2024-09-10,17,0.525031
2024-09-10,18,0.516877
2024-09-10,19,0.511086
2024-09-10,20,0.532747
2024-09-10,21,0.499043
2024-09-10,22,0.536503
2024-09-10,23,0.554562
2024-09-10,24,0.511733
2024-09-12,1,0.533694
2024-09-12,2,0.516773
2024-09-12,3,0.566145
2024-09-12,4,0.551154
2024-09-12,5,0.566979
2024-09-12,6,0.513903
2024-09-12,7,0.501982
2024-09-12,8,0.50788
2024-09-12,9,0.520175
2024-09-12,10,0.554463
2024-09-12,11,0.513515
2024-09-12,12,0.548537
2024-09-12,13,0.522909
2024-09-12,14,0.510326
2024-09-12,15,0.550147
2024-09-12,16,0.537587
2024-09-12,17,0.534393
2024-09-12,18,0.514894
2024-09-12,19,0.521475
2024-09-12,20,0.533843
2024-09-12,21,0.522773
2024-09-12,22,0.513898
2024-09-12,23,0.534223
2024-09-12,24,0.519733
2024-09-15,1,0.543045
2024-09-15,2,0.517003
2024-09-15,3,0.593655
2024-09-15,4,0.535654
2024-09-15,5,0.583827
2024-09-15,6,0.530185
2024-09-15,7,0.534971
2024-09-15,8,0.493602
2024-09-15,9,0.523575
2024-09-15,10,0.507299
2024-09-15,11,0.542499
2024-09-15,12,0.573747
2024-09-15,13,0.534838
2024-09-15,14,0.561884
2024-09-15,15,0.540828
2024-09-15,16,0.488015
2024-09-15,17,0.517827
2024-09-15,18,0.495235
2024-09-15,19,0.489539
2024-09-15,20,0.495578
2024-09-15,21,0.517698
2024-09-15,22,0.498717
2024-09-15,23,0.540934
2024-09-15,24,0.512604
2024-09-18,1,0.512782
2024-09-18,2,0.546621
2024-09-18,3,0.577147
2024-09-18,4,0.568844
2024-09-18,5,0.577673
2024-09-18,6,0.563419
2024-09-18,7,0.498616
2024-09-18,8,0.551009
2024-09-18,9,0.543806
2024-09-18,10,0.523378
2024-09-18,11,0.526249
2024-09-18,12,0.535702
2024-09-18,13,0.535318
2024-09-18,14,0.559469
2024-09-18,15,0.546417
2024-09-18,16,0.528857
2024-09-18,17,0.494858
2024-09-18,18,0.502768
2024-09-18,19,0.515801
2024-09-18,20,0.492989
2024-09-18,21,0.54522
2024-09-18,22,0.520712
2024-09-18,23,0.534628
2024-09-18,24,0.512484
2024-09-19,1,0.502754
2024-09-19,2,0.543063
2024-09-19,3,0.581793
2024-09-19,4,0.587346
2024-09-19,5,0.546866
2024-09-19,6,0.536716
2024-09-19,7,0.511006
2024-09-19,8,0.495009
2024-09-19,9,0.524059
2024-09-19,10,0.551355
2024-09-19,11,0.535681
2024-09-19,12,0.545173
2024-09-19,13,0.549534
2024-09-19,14,0.477919
2024-09-19,15,0.559659
2024-09-19,16,0.527026
2024-09-19,17,0.52419
2024-09-19,18,0.516394
2024-09-19,19,0.531201
2024-09-19,20,0.564114
2024-09-19,21,0.509716
2024-09-19,22,0.510072
2024-09-19,23,0.547133
2024-09-19,24,0.531005
2024-09-20,1,0.515359
2024-09-20,2,0.537499
2024-09-20,3,0.552597
2024-09-20,4,0.54616
2024-09-20,5,0.577047
2024-09-20,6,0.547565
2024-09-20,7,0.478803
2024-09-20,8,0.524526
2024-09-20,9,0.527676
2024-09-20,10,0.537645
2024-09-20,11,0.57759
2024-09-20,12,0.517456
2024-09-20,13,0.581295
2024-09-20,14,0.550493
2024-09-20,15,0.535355
2024-09-20,16,0.503047
2024-09-20,17,0.536241
2024-09-20,18,0.521238
2024-09-20,19,0.530325
2024-09-20,20,0.501776
2024-09-20,21,0.5172
2024-09-20,22,0.490452
2024-09-20,23,0.533714
2024-09-20,24,0.526721
2024-09-24,1,0.529464
2024-09-24,2,0.565914
2024-09-24,3,0.544162
2024-09-24,4,0.559883
2024-09-24,5,0.544436
2024-09-24,6,0.520988
2024-09-24,7,0.530591
2024-09-24,8,0.505575
2024-09-24,9,0.518922
2024-09-24,10,0.516578
2024-09-24,11,0.49755
2024-09-24,12,0.547434
2024-09-24,13,0.50363
2024-09-24,14,0.569916
2024-09-24,15,0.532346
2024-09-24,16,0.493057
2024-09-24,17,0.485759
2024-09-24,18,0.507668
2024-09-24,19,0.527915
2024-09-24,20,0.53684
2024-09-24,21,0.514677
2024-09-24,22,0.547889
2024-09-24,23,0.496908
2024-09-24,24,0.500713
2024-09-25,1,0.502322
2024-09-25,2,0.552289
2024-09-25,3,0.549664
2024-09-25,4,0.539379
2024-09-25,5,0.555952
2024-09-25,6,0.553316
2024-09-25,7,0.528585
2024-09-25,8,0.471399
2024-09-25,9,0.514817
2024-09-25,10,0.530102
2024-09-25,11,0.566524
2024-09-25,12,0.562939
2024-09-25,13,0.533178
2024-09-25,14,0.578389
2024-09-25,15,0.545077
2024-09-25,16,0.491852
2024-09-25,17,0.484788
2024-09-25,18,0.560121
2024-09-25,19,0.524698
2024-09-25,20,0.53371
2024-09-25,21,0.523072
2024-09-25,22,0.51238
2024-09-25,23,0.533115
2024-09-25,24,0.555819
2024-09-29,1,0.49508
2024-09-29,2,0.513384
2024-09-29,3,0.520007
2024-09-29,4,0.55643
2024-09-29,5,0.567195
2024-09-29,6,0.553208
2024-09-29,7,0.536846
2024-09-29,8,0.505585
2024-09-29,9,0.531132
2024-09-29,10,0.552792
2024-09-29,11,0.510006
2024-09-29,12,0.549852
2024-09-29,13,0.563651
2024-09-29,14,0.520348
2024-09-29,15,0.522016
2024-09-29,16,0.479655
2024-09-29,17,0.525583
2024-09-29,18,0.492185
2024-09-29,19,0.519404
2024-09-29,20,0.526898
2024-09-29,21,0.56764
2024-09-29,22,0.47719
2024-09-29,23,0.528361
2024-09-29,24,0.503991
2024-10-01,1,0.546512
2024-10-01,2,0.55058
2024-10-01,3,0.52764
2024-10-01,4,0.555736
2024-10-01,5,0.560035
2024-10-01,6,0.527607
2024-10-01,7,0.50458
2024-10-01,8,0.50234
2024-10-01,9,0.515956
2024-10-01,10,0.519588
2024-10-01,11,0.506683
2024-10-01,12,0.5632
2024-10-01,13,0.558304
2024-10-01,14,0.560147
2024-10-01,15,0.524869
2024-10-01,16,0.496336
2024-10-01,17,0.521302
2024-10-01,18,0.520396
2024-10-01,19,0.53353
2024-10-01,20,0.519899
2024-10-01,21,0.517143
2024-10-01,22,0.51332
2024-10-01,23,0.541068
2024-10-01,24,0.488801
2024-10-03,1,0.525474
2024-10-03,2,0.507799
2024-10-03,3,0.564594
2024-10-03,4,0.579225
2024-10-03,5,0.565961
2024-10-03,6,0.560158
2024-10-03,7,0.477053
2024-10-03,8,0.520035
2024-10-03,9,0.50758
2024-10-03,10,0.544046
2024-10-03,11,0.539648
2024-10-03,12,0.549969
2024-10-03,13,0.541317
2024-10-03,14,0.542264
2024-10-03,15,0.536514
2024-10-03,16,0.534703
2024-10-03,17,0.462866
2024-10-03,18,0.489602
2024-10-03,19,0.524331
2024-10-03,20,0.546878
2024-10-03,21,0.519756
2024-10-03,22,0.465483
2024-10-03,23,0.501709
2024-10-03,24,0.495418
2024-10-05,1,0.533147
2024-10-05,2,0.557555
2024-10-05,3,0.548749
2024-10-05,4,0.609398
2024-10-05,5,0.603495
2024-10-05,6,0.502216
2024-10-05,7,0.472548
2024-10-05,8,0.516925
2024-10-05,9,0.497681
2024-10-05,10,0.512117
2024-10-05,11,0.53358
2024-10-05,12,0.549738
2024-10-05,13,0.555918
2024-10-05,14,0.565238
2024-10-05,15,0.543299
2024-10-05,16,0.524857
2024-10-05,17,0.524725
2024-10-05,18,0.500288
2024-10-05,19,0.524878
2024-10-05,20,0.512963
2024-10-05,21,0.530566
2024-10-05,22,0.523358
2024-10-05,23,0.542052
2024-10-05,24,0.512886
2024-10-06,1,0.550671
2024-10-06,2,0.525716
2024-10-06,3,0.535279
2024-10-06,4,0.557437
2024-10-06,5,0.563722
2024-10-06,6,0.566566
2024-10-06,7,0.498574
2024-10-06,8,0.502589
2024-10-06,9,0.486246
2024-10-06,10,0.521806
2024-10-06,11,0.560296
2024-10-06,12,0.530565
2024-10-06,13,0.522844
2024-10-06,14,0.583039
2024-10-06,15,0.508925
2024-10-06,16,0.514655
2024-10-06,17,0.510039
2024-10-06,18,0.503137
2024-10-06,19,0.513082
2024-10-06,20,0.534796
2024-10-06,21,0.473562
2024-10-06,22,0.516703
2024-10-06,23,0.512477
2024-10-06,24,0.520411
2024-10-07,1,0.520263
2024-10-07,2,0.572737
2024-10-07,3,0.552199
2024-10-07,4,0.587543
2024-10-07,5,0.517671
2024-10-07,6,0.495829
2024-10-07,7,0.478161
2024-10-07,8,0.465038
2024-10-07,9,0.534431
2024-10-07,10,0.55305
2024-10-07,11,0.540327
2024-10-07,12,0.590464
2024-10-07,13,0.517798
2024-10-07,14,0.571179
2024-10-07,15,0.531848
2024-10-07,16,0.530377
2024-10-07,17,0.552588
2024-10-07,18,0.512494
2024-10-07,19,0.515589
2024-10-07,20,0.539482
2024-10-07,21,0.52021
2024-10-07,22,0.508763
2024-10-07,23,0.522527
2024-10-07,24,0.492045
2024-10-08,1,0.513579
2024-10-08,2,0.53641
2024-10-08,3,0.539163
2024-10-08,4,0.54442
2024-10-08,5,0.566006
2024-10-08,6,0.498949
2024-10-08,7,0.484277
2024-10-08,8,0.493571
2024-10-08,9,0.514657
2024-10-08,10,0.567641
2024-10-08,11,0.541891
2024-10-08,12,0.529744
2024-10-08,13,0.506984
2024-10-08,14,0.560138
2024-10-08,15,0.520825
2024-10-08,16,0.508077
2024-10-08,17,0.492783
2024-10-08,18,0.535563
2024-10-08,19,0.499082
2024-10-08,20,0.477827
2024-10-08,21,0.524788
2024-10-08,22,0.523147
2024-10-08,23,0.478615
2024-10-08,24,0.537156
2024-10-10,1,0.508526
2024-10-10,2,0.543901
2024-10-10,3,0.562663
2024-10-10,4,0.563072
2024-10-10,5,0.570199
2024-10-10,6,0.594239
2024-10-10,7,0.491018
2024-10-10,8,0.477104
2024-10-10,9,0.528613
2024-10-10,10,0.495567
2024-10-10,11,0.530821
2024-10-10,12,0.536021
2024-10-10,13,0.486667
2024-10-10,14,0.52563
2024-10-10,15,0.523046
2024-10-10,16,0.537846
2024-10-10,17,0.474056
2024-10-10,18,0.507798
2024-10-10,19,0.504546
2024-10-10,20,0.515629
2024-10-10,21,0.55803
2024-10-10,22,0.510982
2024-10-10,23,0.529066
2024-10-10,24,0.496514
2024-10-11,1,0.548532
2024-10-11,2,0.53985
2024-10-11,3,0.58594
2024-10-11,4,0.515694
2024-10-11,5,0.566698
2024-10-11,6,0.524258
2024-10-11,7,0.500407
2024-10-11,8,0.460213
2024-10-11,9,0.530796
2024-10-11,10,0.507615
2024-10-11,11,0.510567
2024-10-11,12,0.545722
2024-10-11,13,0.553783
2024-10-11,14,0.516635
2024-10-11,15,0.513123
2024-10-11,16,0.517624
2024-10-11,17,0.517853
2024-10-11,18,0.486122
2024-10-11,19,0.525501
2024-10-11,20,0.527351
2024-10-11,21,0.536138
2024-10-11,22,0.533523
2024-10-11,23,0.537834
2024-10-11,24,0.523074
2024-10-13,1,0.505268
2024-10-13,2,0.567637
2024-10-13,3,0.550865
2024-10-13,4,0.549982
2024-10-13,5,0.5319
2024-10-13,6,0.526876
2024-10-13,7,0.499026
2024-10-13,8,0.497859
2024-10-13,9,0.542585
2024-10-13,10,0.552308
2024-10-13,11,0.526959
2024-10-13,12,0.520844
2024-10-13,13,0.551067
2024-10-13,14,0.54764
2024-10-13,15,0.538158
2024-10-13,16,0.536617
2024-10-13,17,0.522828
2024-10-13,18,0.470444
2024-10-13,19,0.468129
2024-10-13,20,0.512339
2024-10-13,21,0.516513
2024-10-13,22,0.497676
2024-10-13,23,0.4941
2024-10-13,24,0.561588
2024-10-15,1,0.506339
2024-10-15,2,0.53776
2024-10-15,3,0.556204
2024-10-15,4,0.539582
2024-10-15,5,0.547968
2024-10-15,6,0.52116
2024-10-15,7,0.497663
2024-10-15,8,0.515983
2024-10-15,9,0.520567
2024-10-15,10,0.516031
2024-10-15,11,0.559036
2024-10-15,12,0.520913
2024-10-15,13,0.512986
2024-10-15,14,0.550212
2024-10-15,15,0.501799
2024-10-15,16,0.515766
2024-10-15,17,0.521484
2024-10-15,18,0.492644
2024-10-15,19,0.518833
2024-10-15,20,0.517681
2024-10-15,21,0.52183
2024-10-15,22,0.513044
2024-10-15,23,0.502945
2024-10-15,24,0.538201
2024-10-16,1,0.527278
2024-10-16,2,0.509812
2024-10-16,3,0.518669
2024-10-16,4,0.582669
2024-10-16,5,0.56321
2024-10-16,6,0.517548
2024-10-16,7,0.509032
2024-10-16,8,0.52644
2024-10-16,9,0.552261
2024-10-16,10,0.494583
2024-10-16,11,0.50438
2024-10-16,12,0.527712
2024-10-16,13,0.557368
2024-10-16,14,0.552365
2024-10-16,15,0.532583
2024-10-16,16,0.540261
2024-10-16,17,0.486446
2024-10-16,18,0.527836
2024-10-16,19,0.480445
2024-10-16,20,0.556448
2024-10-16,21,0.529682
2024-10-16,22,0.517522
2024-10-16,23,0.558948
2024-10-16,24,0.536414
2024-10-17,1,0.503736
2024-10-17,2,0.553629
2024-10-17,3,0.551366
2024-10-17,4,0.537748
2024-10-17,5,0.563035
2024-10-17,6,0.510212
2024-10-17,7,0.504997
2024-10-17,8,0.50331
2024-10-17,9,0.520037
2024-10-17,10,0.530052
2024-10-17,11,0.508347
2024-10-17,12,0.575915
2024-10-17,13,0.594134
2024-10-17,14,0.550955
2024-10-17,15,0.541627
2024-10-17,16,0.519826
2024-10-17,17,0.514166
2024-10-17,18,0.529822
2024-10-17,19,0.512104
2024-10-17,20,0.527529
2024-10-17,21,0.546166
2024-10-17,22,0.517206
2024-10-17,23,0.558126
2024-10-17,24,0.56956
2024-10-18,1,0.499777
2024-10-18,2,0.538149
2024-10-18,3,0.55202
2024-10-18,4,0.551613
2024-10-18,5,0.576345
2024-10-18,6,0.541492
2024-10-18,7,0.48089
2024-10-18,8,0.493819
2024-10-18,9,0.532184
2024-10-18,10,0.53484
2024-10-18,11,0.518182
2024-10-18,12,0.567994
2024-10-18,13,0.568098
2024-10-18,14,0.512735
2024-10-18,15,0.532452
2024-10-18,16,0.476747
2024-10-18,17,0.496504
2024-10-18,18,0.535013
2024-10-18,19,0.504591
2024-10-18,20,0.517254
2024-10-18,21,0.511165
2024-10-18,22,0.523315
2024-10-18,23,0.527554
2024-10-18,24,0.522591
2024-10-19,1,0.491334
2024-10-19,2,0.569432
2024-10-19,3,0.51441
2024-10-19,4,0.550242
2024-10-19,5,0.574653
2024-10-19,6,0.538163
2024-10-19,7,0.510656
2024-10-19,8,0.511954
2024-10-19,9,0.518531
2024-10-19,10,0.538954
2024-10-19,11,0.577786
2024-10-19,12,0.561337
2024-10-19,13,0.552454
2024-10-19,14,0.503272
2024-10-19,15,0.521135
2024-10-19,16,0.517009
2024-10-19,17,0.515235
2024-10-19,18,0.529227
2024-10-19,19,0.5107
2024-10-19,20,0.540282
2024-10-19,21,0.567441
2024-10-19,22,0.497042
2024-10-19,23,0.48882
2024-10-19,24,0.516344
2024-10-22,1,0.519074
2024-10-22,2,0.549723
2024-10-22,3,0.521948
2024-10-22,4,0.579361
2024-10-22,5,0.577296
2024-10-22,6,0.524789
2024-10-22,7,0.514438
2024-10-22,8,0.510444
2024-10-22,9,0.536648
2024-10-22,10,0.524508
2024-10-22,11,0.573462
2024-10-22,12,0.534009
2024-10-22,13,0.532845
2024-10-22,14,0.530584
2024-10-22,15,0.54477
2024-10-22,16,0.517716
2024-10-22,17,0.5154
2024-10-22,18,0.496947
2024-10-22,19,0.509338
2024-10-22,20,0.568461
2024-10-22,21,0.51235
2024-10-22,22,0.556552
2024-10-22,23,0.531036
2024-10-22,24,0.534366
2024-10-23,1,0.514679
2024-10-23,2,0.531261
2024-10-23,3,0.544057
2024-10-23,4,0.548384
2024-10-23,5,0.535032
2024-10-23,6,0.548113
2024-10-23,7,0.499028
2024-10-23,8,0.464213
2024-10-23,9,0.485963
2024-10-23,10,0.503934
2024-10-23,11,0.532021
2024-10-23,12,0.565766
2024-10-23,13,0.534693
2024-10-23,14,0.538809
2024-10-23,15,0.533589
2024-10-23,16,0.535697
2024-10-23,17,0.532564
2024-10-23,18,0.509043
2024-10-23,19,0.543131
2024-10-23,20,0.539571
2024-10-23,21,0.544445
2024-10-23,22,0.482573
2024-10-23,23,0.508441
2024-10-23,24,0.527145
2024-10-24,1,0.514716
2024-10-24,2,0.536608
2024-10-24,3,0.549131
2024-10-24,4,0.562438
